national,south,north,east,central,west,timestamp
56,56,51,48,52,50,2016-10-15T01:00:00+08:00
56,56,52,50,53,49,2016-10-15T02:00:00+08:00
56,56,52,50,53,50,2016-10-15T03:00:00+08:00
57,57,52,51,53,51,2016-10-15T04:00:00+08:00
57,57,52,51,54,52,2016-10-15T05:00:00+08:00
57,57,52,51,54,52,2016-10-15T06:00:00+08:00
57,57,51,51,54,52,2016-10-15T07:00:00+08:00
58,58,51,52,54,53,2016-10-15T08:00:00+08:00
58,58,51,52,54,53,2016-10-15T09:00:00+08:00
57,57,51,52,55,53,2016-10-15T10:00:00+08:00
56,56,51,52,54,52,2016-10-15T11:00:00+08:00
54,54,48,51,52,52,2016-10-15T12:00:00+08:00
53,53,47,45,49,47,2016-10-15T13:00:00+08:00
53,53,47,43,45,41,2016-10-15T14:00:00+08:00
52,52,45,42,45,42,2016-10-15T15:00:00+08:00
53,53,46,44,48,44,2016-10-15T16:00:00+08:00
54,54,48,45,50,43,2016-10-15T17:00:00+08:00
54,54,47,46,50,43,2016-10-15T18:00:00+08:00
54,54,47,46,49,42,2016-10-15T19:00:00+08:00
54,54,47,46,49,42,2016-10-15T20:00:00+08:00
54,54,46,46,47,42,2016-10-15T21:00:00+08:00
54,54,45,46,47,41,2016-10-15T22:00:00+08:00
55,55,46,47,49,42,2016-10-15T23:00:00+08:00
55,55,50,48,50,40,2016-10-16T01:00:00+08:00
55,55,51,49,49,40,2016-10-16T02:00:00+08:00
55,55,49,49,49,38,2016-10-16T03:00:00+08:00
55,55,47,47,48,36,2016-10-16T04:00:00+08:00
54,54,45,47,46,34,2016-10-16T05:00:00+08:00
54,54,44,45,45,33,2016-10-16T06:00:00+08:00
55,55,43,45,44,33,2016-10-16T07:00:00+08:00
55,55,43,47,44,33,2016-10-16T08:00:00+08:00
55,55,43,45,44,33,2016-10-16T09:00:00+08:00
55,55,43,46,43,32,2016-10-16T10:00:00+08:00
56,56,43,47,43,29,2016-10-16T11:00:00+08:00
56,56,43,48,44,28,2016-10-16T12:00:00+08:00
55,55,43,48,44,27,2016-10-16T13:00:00+08:00
54,54,42,48,44,27,2016-10-16T14:00:00+08:00
54,54,42,48,42,28,2016-10-16T15:00:00+08:00
54,54,40,46,40,27,2016-10-16T16:00:00+08:00
52,52,39,44,39,28,2016-10-16T17:00:00+08:00
52,52,40,43,38,28,2016-10-16T18:00:00+08:00
52,52,39,43,38,28,2016-10-16T19:00:00+08:00
52,52,38,43,38,28,2016-10-16T20:00:00+08:00
52,52,38,42,39,29,2016-10-16T21:00:00+08:00
52,52,38,42,40,29,2016-10-16T22:00:00+08:00
52,52,38,43,39,29,2016-10-16T23:00:00+08:00
52,52,35,43,39,29,2016-10-17T01:00:00+08:00
52,52,34,42,37,29,2016-10-17T02:00:00+08:00
51,51,34,41,38,29,2016-10-17T03:00:00+08:00
50,50,34,41,37,30,2016-10-17T04:00:00+08:00
48,48,34,41,37,30,2016-10-17T05:00:00+08:00
47,47,33,41,37,29,2016-10-17T06:00:00+08:00
44,44,33,41,37,28,2016-10-17T07:00:00+08:00
42,42,32,39,36,28,2016-10-17T08:00:00+08:00
41,41,30,38,35,28,2016-10-17T09:00:00+08:00
41,41,30,38,35,29,2016-10-17T10:00:00+08:00
41,41,30,37,35,30,2016-10-17T11:00:00+08:00
41,41,30,37,34,30,2016-10-17T12:00:00+08:00
42,42,31,37,34,30,2016-10-17T13:00:00+08:00
43,43,31,37,35,31,2016-10-17T14:00:00+08:00
42,42,31,37,36,29,2016-10-17T15:00:00+08:00
42,42,31,37,36,28,2016-10-17T16:00:00+08:00
42,42,31,38,36,26,2016-10-17T17:00:00+08:00
43,43,31,39,37,26,2016-10-17T18:00:00+08:00
44,44,31,38,38,26,2016-10-17T19:00:00+08:00
42,42,32,38,39,26,2016-10-17T20:00:00+08:00
44,44,33,38,39,25,2016-10-17T21:00:00+08:00
45,45,34,39,39,25,2016-10-17T22:00:00+08:00
43,43,36,38,39,26,2016-10-17T23:00:00+08:00
42,42,39,37,40,26,2016-10-18T01:00:00+08:00
43,43,41,37,40,27,2016-10-18T02:00:00+08:00
44,44,43,38,40,28,2016-10-18T03:00:00+08:00
45,45,44,39,41,28,2016-10-18T04:00:00+08:00
47,47,46,40,41,29,2016-10-18T05:00:00+08:00
48,47,48,40,42,29,2016-10-18T06:00:00+08:00
49,48,49,40,43,29,2016-10-18T07:00:00+08:00
51,51,51,41,43,30,2016-10-18T08:00:00+08:00
51,51,51,42,44,31,2016-10-18T09:00:00+08:00
52,52,52,43,46,32,2016-10-18T10:00:00+08:00
53,51,53,43,47,32,2016-10-18T11:00:00+08:00
53,51,53,43,47,33,2016-10-18T12:00:00+08:00
53,51,53,42,46,35,2016-10-18T13:00:00+08:00
53,51,53,42,46,36,2016-10-18T14:00:00+08:00
54,52,54,42,45,38,2016-10-18T15:00:00+08:00
54,52,54,42,46,40,2016-10-18T16:00:00+08:00
54,52,54,41,46,42,2016-10-18T17:00:00+08:00
55,51,55,42,46,44,2016-10-18T18:00:00+08:00
55,52,55,43,47,47,2016-10-18T19:00:00+08:00
55,51,55,44,46,47,2016-10-18T20:00:00+08:00
56,49,56,44,45,48,2016-10-18T21:00:00+08:00
55,50,55,43,44,48,2016-10-18T22:00:00+08:00
55,49,55,43,43,48,2016-10-18T23:00:00+08:00
55,50,55,44,42,47,2016-10-19T01:00:00+08:00
55,49,55,44,42,47,2016-10-19T02:00:00+08:00
54,48,54,45,42,47,2016-10-19T03:00:00+08:00
54,49,54,45,41,46,2016-10-19T04:00:00+08:00
54,51,54,44,42,46,2016-10-19T05:00:00+08:00
54,51,54,45,43,47,2016-10-19T06:00:00+08:00
54,51,54,47,44,49,2016-10-19T07:00:00+08:00
54,49,54,47,45,49,2016-10-19T08:00:00+08:00
55,48,55,46,44,48,2016-10-19T09:00:00+08:00
54,47,54,44,42,46,2016-10-19T10:00:00+08:00
53,47,53,44,41,45,2016-10-19T11:00:00+08:00
53,49,53,44,42,42,2016-10-19T12:00:00+08:00
54,48,54,45,43,40,2016-10-19T13:00:00+08:00
54,49,54,47,43,37,2016-10-19T14:00:00+08:00
53,48,53,47,43,36,2016-10-19T15:00:00+08:00
53,46,53,49,42,35,2016-10-19T16:00:00+08:00
53,46,53,50,43,35,2016-10-19T17:00:00+08:00
53,48,53,51,46,36,2016-10-19T18:00:00+08:00
54,48,54,52,48,34,2016-10-19T19:00:00+08:00
53,51,53,52,49,34,2016-10-19T20:00:00+08:00
53,52,53,52,51,33,2016-10-19T21:00:00+08:00
53,52,53,52,51,33,2016-10-19T22:00:00+08:00
53,53,53,52,51,33,2016-10-19T23:00:00+08:00
53,53,53,52,52,33,2016-10-20T01:00:00+08:00
54,53,54,53,52,33,2016-10-20T02:00:00+08:00
55,53,55,54,53,33,2016-10-20T03:00:00+08:00
55,53,55,54,53,34,2016-10-20T04:00:00+08:00
55,53,55,54,53,34,2016-10-20T05:00:00+08:00
56,53,56,54,53,35,2016-10-20T06:00:00+08:00
56,53,56,54,53,34,2016-10-20T07:00:00+08:00
57,53,57,54,53,34,2016-10-20T08:00:00+08:00
56,53,56,55,53,35,2016-10-20T09:00:00+08:00
56,54,56,56,54,39,2016-10-20T10:00:00+08:00
57,55,57,56,55,43,2016-10-20T11:00:00+08:00
57,56,57,57,55,48,2016-10-20T12:00:00+08:00
58,56,58,57,56,51,2016-10-20T13:00:00+08:00
58,56,58,56,57,52,2016-10-20T14:00:00+08:00
59,57,59,56,57,52,2016-10-20T15:00:00+08:00
60,58,60,56,58,53,2016-10-20T16:00:00+08:00
61,58,61,56,58,53,2016-10-20T17:00:00+08:00
61,58,61,56,57,53,2016-10-20T18:00:00+08:00
61,58,61,56,57,54,2016-10-20T19:00:00+08:00
62,58,62,56,56,54,2016-10-20T20:00:00+08:00
63,58,63,56,56,54,2016-10-20T21:00:00+08:00
63,58,63,56,56,55,2016-10-20T22:00:00+08:00
64,57,64,56,57,55,2016-10-20T23:00:00+08:00
65,57,65,56,57,56,2016-10-21T01:00:00+08:00
63,58,63,55,57,56,2016-10-21T02:00:00+08:00
63,58,63,54,57,56,2016-10-21T03:00:00+08:00
63,58,63,54,57,56,2016-10-21T04:00:00+08:00
62,58,62,54,57,56,2016-10-21T05:00:00+08:00
62,58,62,54,57,57,2016-10-21T06:00:00+08:00
63,58,63,54,57,57,2016-10-21T07:00:00+08:00
64,58,64,54,57,57,2016-10-21T08:00:00+08:00
65,58,65,54,57,57,2016-10-21T09:00:00+08:00
65,58,65,53,57,56,2016-10-21T10:00:00+08:00
65,57,65,52,57,56,2016-10-21T11:00:00+08:00
65,57,65,52,56,55,2016-10-21T12:00:00+08:00
64,56,64,52,56,55,2016-10-21T13:00:00+08:00
65,57,65,52,56,55,2016-10-21T14:00:00+08:00
67,57,67,52,57,55,2016-10-21T15:00:00+08:00
68,56,68,52,57,55,2016-10-21T16:00:00+08:00
67,56,67,52,56,55,2016-10-21T17:00:00+08:00
68,56,68,52,56,54,2016-10-21T18:00:00+08:00
69,55,69,52,56,54,2016-10-21T19:00:00+08:00
68,54,68,52,57,54,2016-10-21T20:00:00+08:00
68,54,68,52,58,54,2016-10-21T21:00:00+08:00
69,53,69,53,58,55,2016-10-21T22:00:00+08:00
71,54,71,53,58,55,2016-10-21T23:00:00+08:00
73,53,73,52,57,54,2016-10-22T01:00:00+08:00
75,53,75,52,57,54,2016-10-22T02:00:00+08:00
76,53,76,53,57,54,2016-10-22T03:00:00+08:00
77,53,77,53,56,54,2016-10-22T04:00:00+08:00
78,52,78,53,57,54,2016-10-22T05:00:00+08:00
78,52,78,54,56,54,2016-10-22T06:00:00+08:00
77,52,77,53,56,54,2016-10-22T07:00:00+08:00
77,52,77,54,56,55,2016-10-22T08:00:00+08:00
77,52,77,54,56,54,2016-10-22T09:00:00+08:00
77,52,77,53,56,54,2016-10-22T10:00:00+08:00
75,51,75,53,55,53,2016-10-22T11:00:00+08:00
75,52,75,53,55,53,2016-10-22T12:00:00+08:00
75,52,75,53,54,53,2016-10-22T13:00:00+08:00
73,52,73,53,54,52,2016-10-22T14:00:00+08:00
69,48,69,53,52,47,2016-10-22T19:00:00+08:00
69,48,69,53,49,46,2016-10-22T20:00:00+08:00
67,47,67,52,44,45,2016-10-22T21:00:00+08:00
66,47,66,51,41,40,2016-10-22T22:00:00+08:00
64,47,64,51,40,40,2016-10-22T23:00:00+08:00
61,45,61,51,40,41,2016-10-23T01:00:00+08:00
61,45,61,51,39,42,2016-10-23T02:00:00+08:00
61,45,61,49,40,42,2016-10-23T03:00:00+08:00
60,48,60,49,42,43,2016-10-23T04:00:00+08:00
59,51,59,47,44,46,2016-10-23T05:00:00+08:00
60,52,60,48,46,49,2016-10-23T06:00:00+08:00
60,53,60,49,47,51,2016-10-23T07:00:00+08:00
60,53,60,48,48,51,2016-10-23T08:00:00+08:00
60,54,60,51,50,52,2016-10-23T09:00:00+08:00
60,55,60,52,51,52,2016-10-23T10:00:00+08:00
60,55,60,52,52,53,2016-10-23T11:00:00+08:00
61,55,61,52,53,54,2016-10-23T12:00:00+08:00
62,55,62,52,53,54,2016-10-23T13:00:00+08:00
62,55,62,53,54,55,2016-10-23T14:00:00+08:00
63,56,63,52,54,55,2016-10-23T15:00:00+08:00
63,56,63,53,54,56,2016-10-23T16:00:00+08:00
63,57,63,53,55,56,2016-10-23T17:00:00+08:00
63,58,63,54,55,56,2016-10-23T18:00:00+08:00
63,59,63,54,56,57,2016-10-23T19:00:00+08:00
63,59,63,54,57,57,2016-10-23T20:00:00+08:00
64,60,64,55,58,58,2016-10-23T21:00:00+08:00
65,61,65,55,59,58,2016-10-23T22:00:00+08:00
66,62,66,56,59,59,2016-10-23T23:00:00+08:00
66,64,66,58,62,60,2016-10-24T01:00:00+08:00
66,66,65,59,64,62,2016-10-24T02:00:00+08:00
68,68,66,60,65,63,2016-10-24T03:00:00+08:00
68,68,67,60,65,64,2016-10-24T04:00:00+08:00
68,68,67,61,66,63,2016-10-24T05:00:00+08:00
68,68,67,62,67,63,2016-10-24T06:00:00+08:00
69,69,67,63,67,63,2016-10-24T07:00:00+08:00
70,70,68,64,68,63,2016-10-24T08:00:00+08:00
70,70,68,64,69,64,2016-10-24T09:00:00+08:00
71,71,68,65,70,63,2016-10-24T10:00:00+08:00
72,72,69,65,69,63,2016-10-24T11:00:00+08:00
72,72,69,65,69,62,2016-10-24T12:00:00+08:00
71,71,68,65,69,61,2016-10-24T13:00:00+08:00
71,71,68,65,69,61,2016-10-24T14:00:00+08:00
70,70,66,64,68,60,2016-10-24T15:00:00+08:00
70,70,66,64,68,60,2016-10-24T16:00:00+08:00
70,70,65,64,67,60,2016-10-24T17:00:00+08:00
69,69,65,63,68,60,2016-10-24T18:00:00+08:00
69,69,65,63,67,60,2016-10-24T19:00:00+08:00
69,69,65,62,66,60,2016-10-24T20:00:00+08:00
69,69,64,62,66,59,2016-10-24T21:00:00+08:00
68,68,63,62,66,59,2016-10-24T22:00:00+08:00
67,67,62,62,66,58,2016-10-24T23:00:00+08:00
65,65,62,61,65,57,2016-10-25T01:00:00+08:00
64,64,61,60,64,56,2016-10-25T02:00:00+08:00
63,63,60,60,63,55,2016-10-25T03:00:00+08:00
63,62,58,59,63,54,2016-10-25T04:00:00+08:00
63,61,57,58,63,54,2016-10-25T05:00:00+08:00
63,62,57,57,63,55,2016-10-25T06:00:00+08:00
63,61,56,56,63,54,2016-10-25T07:00:00+08:00
63,61,55,55,63,54,2016-10-25T08:00:00+08:00
63,61,55,54,63,54,2016-10-25T09:00:00+08:00
63,60,55,53,63,55,2016-10-25T10:00:00+08:00
64,61,55,54,64,55,2016-10-25T11:00:00+08:00
64,61,56,54,64,56,2016-10-25T12:00:00+08:00
64,61,56,54,64,56,2016-10-25T13:00:00+08:00
64,62,56,54,64,57,2016-10-25T14:00:00+08:00
65,62,57,54,65,57,2016-10-25T15:00:00+08:00
66,63,58,54,66,58,2016-10-25T16:00:00+08:00
66,63,59,55,66,58,2016-10-25T17:00:00+08:00
66,63,60,56,66,58,2016-10-25T18:00:00+08:00
67,64,60,56,67,59,2016-10-25T19:00:00+08:00
67,64,60,56,67,58,2016-10-25T20:00:00+08:00
66,63,59,56,66,58,2016-10-25T21:00:00+08:00
65,62,59,55,65,58,2016-10-25T22:00:00+08:00
65,62,58,55,65,58,2016-10-25T23:00:00+08:00
63,61,56,54,63,58,2016-10-26T01:00:00+08:00
62,61,56,53,62,57,2016-10-26T02:00:00+08:00
61,61,55,53,61,57,2016-10-26T03:00:00+08:00
60,60,55,52,59,56,2016-10-26T04:00:00+08:00
59,59,55,52,58,55,2016-10-26T05:00:00+08:00
59,59,54,53,57,54,2016-10-26T06:00:00+08:00
58,58,54,53,56,54,2016-10-26T07:00:00+08:00
57,57,53,52,54,54,2016-10-26T08:00:00+08:00
57,57,52,52,53,53,2016-10-26T09:00:00+08:00
56,56,52,52,52,53,2016-10-26T10:00:00+08:00
55,55,51,52,52,52,2016-10-26T11:00:00+08:00
55,55,49,52,52,52,2016-10-26T12:00:00+08:00
54,54,49,52,53,51,2016-10-26T13:00:00+08:00
54,54,48,52,52,51,2016-10-26T14:00:00+08:00
53,53,46,51,52,49,2016-10-26T15:00:00+08:00
53,53,43,51,52,50,2016-10-26T16:00:00+08:00
52,52,40,49,51,48,2016-10-26T17:00:00+08:00
52,52,35,49,49,47,2016-10-26T18:00:00+08:00
52,52,33,50,49,45,2016-10-26T19:00:00+08:00
53,53,32,51,49,47,2016-10-26T20:00:00+08:00
53,53,32,51,51,47,2016-10-26T21:00:00+08:00
54,54,32,52,52,47,2016-10-26T22:00:00+08:00
55,55,32,52,52,47,2016-10-26T23:00:00+08:00
54,54,32,53,52,46,2016-10-27T01:00:00+08:00
54,54,34,53,52,46,2016-10-27T02:00:00+08:00
54,54,35,53,53,46,2016-10-27T03:00:00+08:00
54,54,35,53,54,46,2016-10-27T04:00:00+08:00
54,54,34,53,54,47,2016-10-27T05:00:00+08:00
54,54,34,54,54,48,2016-10-27T06:00:00+08:00
54,54,35,54,54,48,2016-10-27T07:00:00+08:00
55,54,37,54,55,48,2016-10-27T08:00:00+08:00
55,54,39,54,55,49,2016-10-27T09:00:00+08:00
54,53,39,54,54,50,2016-10-27T10:00:00+08:00
54,54,38,53,54,51,2016-10-27T11:00:00+08:00
54,54,39,53,54,52,2016-10-27T12:00:00+08:00
54,54,40,53,54,52,2016-10-27T13:00:00+08:00
55,55,40,53,54,52,2016-10-27T14:00:00+08:00
55,55,39,53,54,50,2016-10-27T15:00:00+08:00
55,55,38,53,53,47,2016-10-27T16:00:00+08:00
54,54,37,53,53,46,2016-10-27T17:00:00+08:00
53,53,37,53,53,47,2016-10-27T18:00:00+08:00
53,53,38,53,52,47,2016-10-27T19:00:00+08:00
53,52,40,53,52,46,2016-10-27T20:00:00+08:00
52,52,44,52,52,46,2016-10-27T21:00:00+08:00
52,51,47,52,52,45,2016-10-27T22:00:00+08:00
52,51,51,52,52,46,2016-10-27T23:00:00+08:00
54,53,53,54,52,49,2016-10-28T01:00:00+08:00
54,53,53,54,52,50,2016-10-28T02:00:00+08:00
54,53,53,54,52,51,2016-10-28T03:00:00+08:00
54,53,54,54,52,51,2016-10-28T04:00:00+08:00
55,53,55,54,52,51,2016-10-28T05:00:00+08:00
56,54,56,54,52,51,2016-10-28T06:00:00+08:00
56,54,56,53,52,50,2016-10-28T07:00:00+08:00
56,55,56,54,52,49,2016-10-28T08:00:00+08:00
57,54,57,54,53,49,2016-10-28T09:00:00+08:00
57,54,57,54,53,47,2016-10-28T10:00:00+08:00
57,54,57,54,53,49,2016-10-28T11:00:00+08:00
57,54,57,55,53,49,2016-10-28T12:00:00+08:00
57,54,57,55,53,48,2016-10-28T13:00:00+08:00
57,54,57,55,53,51,2016-10-28T14:00:00+08:00
58,55,58,56,54,52,2016-10-28T15:00:00+08:00
60,57,60,56,56,52,2016-10-28T16:00:00+08:00
61,59,61,57,57,53,2016-10-28T17:00:00+08:00
62,60,62,58,58,52,2016-10-28T18:00:00+08:00
62,60,62,58,58,52,2016-10-28T19:00:00+08:00
62,60,62,58,59,52,2016-10-28T20:00:00+08:00
61,61,61,58,59,53,2016-10-28T21:00:00+08:00
62,61,62,59,60,54,2016-10-28T22:00:00+08:00
62,61,62,60,61,55,2016-10-28T23:00:00+08:00
63,62,63,60,63,56,2016-10-29T01:00:00+08:00
65,63,64,60,65,57,2016-10-29T02:00:00+08:00
66,63,65,60,66,57,2016-10-29T03:00:00+08:00
67,63,67,60,67,58,2016-10-29T04:00:00+08:00
70,64,70,61,69,59,2016-10-29T06:00:00+08:00
70,64,70,61,69,60,2016-10-29T07:00:00+08:00
73,65,73,63,70,61,2016-10-29T08:00:00+08:00
75,65,75,63,70,62,2016-10-29T09:00:00+08:00
76,65,76,64,70,62,2016-10-29T10:00:00+08:00
77,66,77,65,71,62,2016-10-29T11:00:00+08:00
77,65,77,64,71,62,2016-10-29T12:00:00+08:00
77,65,77,63,70,61,2016-10-29T13:00:00+08:00
76,64,76,63,69,60,2016-10-29T14:00:00+08:00
75,63,75,62,68,60,2016-10-29T15:00:00+08:00
74,61,74,61,67,60,2016-10-29T16:00:00+08:00
73,60,73,61,66,60,2016-10-29T17:00:00+08:00
72,59,72,61,65,60,2016-10-29T18:00:00+08:00
72,60,72,61,66,61,2016-10-29T19:00:00+08:00
72,60,72,61,65,60,2016-10-29T20:00:00+08:00
72,59,72,61,65,60,2016-10-29T21:00:00+08:00
74,59,74,60,64,59,2016-10-29T22:00:00+08:00
74,59,74,59,64,58,2016-10-29T23:00:00+08:00
73,58,73,58,61,56,2016-10-30T01:00:00+08:00
71,57,71,58,60,55,2016-10-30T02:00:00+08:00
70,56,70,58,58,54,2016-10-30T03:00:00+08:00
67,55,67,57,56,53,2016-10-30T04:00:00+08:00
64,54,64,56,55,52,2016-10-30T05:00:00+08:00
62,53,62,54,54,49,2016-10-30T06:00:00+08:00
62,52,62,53,53,44,2016-10-30T07:00:00+08:00
59,52,59,52,52,41,2016-10-30T08:00:00+08:00
56,51,56,51,48,38,2016-10-30T09:00:00+08:00
54,50,54,49,47,35,2016-10-30T10:00:00+08:00
54,46,54,45,44,33,2016-10-30T11:00:00+08:00
53,46,53,46,45,32,2016-10-30T12:00:00+08:00
53,46,53,47,48,33,2016-10-30T13:00:00+08:00
53,47,53,47,49,35,2016-10-30T14:00:00+08:00
53,47,53,47,50,36,2016-10-30T15:00:00+08:00
53,46,53,46,49,35,2016-10-30T16:00:00+08:00
53,43,53,44,46,34,2016-10-30T17:00:00+08:00
53,42,53,43,45,34,2016-10-30T18:00:00+08:00
53,39,53,41,42,32,2016-10-30T19:00:00+08:00
53,38,53,39,41,30,2016-10-30T20:00:00+08:00
52,34,52,38,39,30,2016-10-30T21:00:00+08:00
50,33,50,37,37,29,2016-10-30T22:00:00+08:00
51,31,51,37,35,29,2016-10-30T23:00:00+08:00
52,36,52,39,41,32,2016-10-31T01:00:00+08:00
54,39,54,41,44,34,2016-10-31T02:00:00+08:00
54,41,54,44,48,36,2016-10-31T03:00:00+08:00
56,43,56,45,51,39,2016-10-31T04:00:00+08:00
57,44,57,48,52,40,2016-10-31T05:00:00+08:00
58,46,58,50,52,42,2016-10-31T06:00:00+08:00
58,48,58,51,53,43,2016-10-31T07:00:00+08:00
58,51,58,52,53,43,2016-10-31T08:00:00+08:00
58,52,58,53,53,43,2016-10-31T09:00:00+08:00
58,52,58,53,53,43,2016-10-31T10:00:00+08:00
57,52,57,53,53,44,2016-10-31T11:00:00+08:00
57,52,57,53,52,45,2016-10-31T12:00:00+08:00
58,52,58,53,52,45,2016-10-31T13:00:00+08:00
58,52,58,53,52,44,2016-10-31T14:00:00+08:00
58,53,58,53,52,43,2016-10-31T15:00:00+08:00
57,53,57,54,53,44,2016-10-31T16:00:00+08:00
58,54,58,54,53,42,2016-10-31T17:00:00+08:00
58,54,58,54,54,42,2016-10-31T18:00:00+08:00
58,54,58,55,54,42,2016-10-31T19:00:00+08:00
58,55,58,55,55,42,2016-10-31T20:00:00+08:00
58,55,58,55,55,42,2016-10-31T21:00:00+08:00
57,55,57,56,55,44,2016-10-31T22:00:00+08:00
56,56,56,56,55,44,2016-10-31T23:00:00+08:00
56,56,55,55,55,45,2016-11-01T01:00:00+08:00
56,56,56,55,55,46,2016-11-01T02:00:00+08:00
56,56,56,54,55,45,2016-11-01T03:00:00+08:00
56,56,55,54,54,43,2016-11-01T04:00:00+08:00
55,55,54,53,53,41,2016-11-01T05:00:00+08:00
54,54,53,53,53,40,2016-11-01T06:00:00+08:00
54,54,52,52,52,39,2016-11-01T07:00:00+08:00
53,53,52,51,52,38,2016-11-01T08:00:00+08:00
52,52,52,49,52,38,2016-11-01T09:00:00+08:00
53,52,52,49,53,39,2016-11-01T10:00:00+08:00
54,52,52,49,54,38,2016-11-01T11:00:00+08:00
55,52,53,48,55,36,2016-11-01T12:00:00+08:00
55,52,53,48,55,37,2016-11-01T13:00:00+08:00
55,52,53,49,55,37,2016-11-01T14:00:00+08:00
55,51,53,48,55,36,2016-11-01T15:00:00+08:00
54,51,53,48,54,36,2016-11-01T16:00:00+08:00
54,51,54,49,54,37,2016-11-01T17:00:00+08:00
54,50,54,50,54,38,2016-11-01T18:00:00+08:00
55,51,55,49,54,38,2016-11-01T19:00:00+08:00
56,50,56,51,55,39,2016-11-01T20:00:00+08:00
57,52,57,51,55,39,2016-11-01T21:00:00+08:00
57,53,57,50,55,38,2016-11-01T22:00:00+08:00
57,52,57,50,55,39,2016-11-01T23:00:00+08:00
56,51,56,48,54,38,2016-11-02T01:00:00+08:00
55,51,55,49,54,37,2016-11-02T02:00:00+08:00
54,51,54,50,53,37,2016-11-02T03:00:00+08:00
55,51,55,51,53,39,2016-11-02T04:00:00+08:00
55,51,55,51,53,42,2016-11-02T05:00:00+08:00
56,52,56,52,53,43,2016-11-02T06:00:00+08:00
56,52,56,52,53,42,2016-11-02T07:00:00+08:00
55,52,55,52,53,42,2016-11-02T08:00:00+08:00
56,52,56,52,52,41,2016-11-02T09:00:00+08:00
56,52,56,52,52,41,2016-11-02T10:00:00+08:00
55,52,55,52,51,41,2016-11-02T11:00:00+08:00
55,52,55,52,50,41,2016-11-02T12:00:00+08:00
55,52,55,52,49,41,2016-11-02T13:00:00+08:00
55,52,55,52,48,41,2016-11-02T14:00:00+08:00
55,52,55,52,48,42,2016-11-02T15:00:00+08:00
55,52,55,52,49,42,2016-11-02T16:00:00+08:00
54,54,54,53,52,42,2016-11-02T17:00:00+08:00
55,54,55,53,52,42,2016-11-02T18:00:00+08:00
54,54,54,53,50,43,2016-11-02T19:00:00+08:00
54,54,53,53,49,43,2016-11-02T20:00:00+08:00
54,54,52,53,50,44,2016-11-02T21:00:00+08:00
53,53,52,53,50,45,2016-11-02T22:00:00+08:00
53,53,52,53,51,44,2016-11-02T23:00:00+08:00
53,53,52,53,51,43,2016-11-03T01:00:00+08:00
53,53,53,52,51,44,2016-11-03T02:00:00+08:00
53,53,53,52,51,44,2016-11-03T03:00:00+08:00
53,53,52,52,51,44,2016-11-03T04:00:00+08:00
52,52,52,52,51,43,2016-11-03T05:00:00+08:00
52,52,52,52,51,44,2016-11-03T06:00:00+08:00
53,52,53,52,52,44,2016-11-03T07:00:00+08:00
53,53,53,52,52,44,2016-11-03T08:00:00+08:00
53,53,53,52,52,44,2016-11-03T09:00:00+08:00
53,53,53,52,52,45,2016-11-03T10:00:00+08:00
53,52,53,52,52,44,2016-11-03T11:00:00+08:00
53,52,53,52,52,44,2016-11-03T12:00:00+08:00
52,52,52,51,52,43,2016-11-03T13:00:00+08:00
52,52,52,51,51,42,2016-11-03T14:00:00+08:00
52,51,52,49,49,41,2016-11-03T15:00:00+08:00
52,48,52,46,47,40,2016-11-03T16:00:00+08:00
51,42,51,44,43,41,2016-11-03T17:00:00+08:00
49,42,49,41,42,40,2016-11-03T18:00:00+08:00
49,41,49,40,42,39,2016-11-03T19:00:00+08:00
48,39,48,38,40,38,2016-11-03T20:00:00+08:00
47,37,47,37,37,37,2016-11-03T21:00:00+08:00
46,35,46,37,34,36,2016-11-03T22:00:00+08:00
46,34,46,37,33,34,2016-11-03T23:00:00+08:00
43,33,43,35,30,33,2016-11-04T01:00:00+08:00
42,31,42,35,28,30,2016-11-04T02:00:00+08:00
41,29,41,33,27,30,2016-11-04T03:00:00+08:00
41,30,41,33,27,27,2016-11-04T04:00:00+08:00
39,30,39,31,26,27,2016-11-04T05:00:00+08:00
37,31,37,31,25,27,2016-11-04T06:00:00+08:00
36,34,36,30,25,26,2016-11-04T07:00:00+08:00
37,32,37,31,25,26,2016-11-04T08:00:00+08:00
37,31,37,31,25,26,2016-11-04T09:00:00+08:00
38,31,38,33,25,25,2016-11-04T10:00:00+08:00
38,33,38,33,25,26,2016-11-04T11:00:00+08:00
41,41,39,35,29,29,2016-11-04T12:00:00+08:00
42,42,40,37,33,30,2016-11-04T13:00:00+08:00
44,44,40,38,33,28,2016-11-04T14:00:00+08:00
45,45,41,39,34,30,2016-11-04T15:00:00+08:00
49,49,41,41,36,32,2016-11-04T16:00:00+08:00
52,52,42,44,39,33,2016-11-04T17:00:00+08:00
52,52,42,45,39,34,2016-11-04T18:00:00+08:00
52,52,43,45,39,34,2016-11-04T19:00:00+08:00
52,52,43,45,39,33,2016-11-04T20:00:00+08:00
53,53,44,44,40,33,2016-11-04T21:00:00+08:00
53,53,44,45,40,33,2016-11-04T22:00:00+08:00
53,53,45,45,41,33,2016-11-04T23:00:00+08:00
53,53,47,46,43,32,2016-11-05T01:00:00+08:00
54,54,50,46,44,33,2016-11-05T02:00:00+08:00
54,54,52,48,46,34,2016-11-05T03:00:00+08:00
54,54,53,50,46,34,2016-11-05T04:00:00+08:00
