national,south,north,east,central,west,timestamp
67,66,67,65,65,60,2016-06-10T01:00:00+08:00
66,66,66,65,65,60,2016-06-10T02:00:00+08:00
65,65,64,65,64,59,2016-06-10T03:00:00+08:00
64,64,63,64,63,58,2016-06-10T04:00:00+08:00
63,62,62,63,61,57,2016-06-10T06:00:00+08:00
63,61,62,63,60,57,2016-06-10T07:00:00+08:00
62,60,61,62,59,58,2016-06-10T08:00:00+08:00
63,60,62,63,59,58,2016-06-10T09:00:00+08:00
62,59,61,62,59,58,2016-06-10T10:00:00+08:00
62,58,61,62,59,57,2016-06-10T11:00:00+08:00
62,58,60,62,59,57,2016-06-10T12:00:00+08:00
62,59,60,62,59,58,2016-06-10T13:00:00+08:00
63,61,61,63,60,58,2016-06-10T14:00:00+08:00
64,62,62,64,61,59,2016-06-10T15:00:00+08:00
63,60,62,63,60,59,2016-06-10T16:00:00+08:00
63,59,63,63,60,60,2016-06-10T17:00:00+08:00
63,59,63,63,60,60,2016-06-10T18:00:00+08:00
63,59,63,63,60,60,2016-06-10T19:00:00+08:00
62,59,60,62,57,59,2016-06-10T23:00:00+08:00
61,59,59,61,57,60,2016-06-11T01:00:00+08:00
61,59,60,61,57,60,2016-06-11T02:00:00+08:00
61,59,60,61,57,60,2016-06-11T03:00:00+08:00
61,59,60,60,57,61,2016-06-11T04:00:00+08:00
60,58,60,60,57,60,2016-06-11T05:00:00+08:00
60,58,60,59,57,60,2016-06-11T06:00:00+08:00
59,58,59,58,57,59,2016-06-11T07:00:00+08:00
59,58,59,57,57,59,2016-06-11T08:00:00+08:00
59,57,59,55,56,58,2016-06-11T09:00:00+08:00
59,57,59,54,56,57,2016-06-11T10:00:00+08:00
58,56,58,53,55,57,2016-06-11T11:00:00+08:00
57,56,57,53,54,57,2016-06-11T12:00:00+08:00
57,55,57,52,54,56,2016-06-11T13:00:00+08:00
56,55,56,51,54,54,2016-06-11T14:00:00+08:00
55,54,55,51,53,54,2016-06-11T15:00:00+08:00
56,55,56,51,54,53,2016-06-11T16:00:00+08:00
56,55,56,51,54,53,2016-06-11T17:00:00+08:00
55,54,55,48,53,53,2016-06-11T18:00:00+08:00
54,53,54,47,52,52,2016-06-11T19:00:00+08:00
54,53,54,47,52,52,2016-06-11T20:00:00+08:00
54,52,54,47,52,51,2016-06-11T21:00:00+08:00
53,52,53,47,52,52,2016-06-11T22:00:00+08:00
53,51,53,46,51,51,2016-06-11T23:00:00+08:00
53,47,53,44,49,46,2016-06-12T01:00:00+08:00
52,48,52,43,47,44,2016-06-12T02:00:00+08:00
52,46,52,42,47,44,2016-06-12T03:00:00+08:00
53,45,53,41,46,43,2016-06-12T04:00:00+08:00
54,44,54,41,44,43,2016-06-12T05:00:00+08:00
54,43,54,39,42,43,2016-06-12T06:00:00+08:00
54,41,54,38,41,42,2016-06-12T07:00:00+08:00
54,41,54,36,40,42,2016-06-12T08:00:00+08:00
53,41,53,36,39,40,2016-06-12T09:00:00+08:00
53,39,53,34,37,41,2016-06-12T10:00:00+08:00
53,38,53,35,36,39,2016-06-12T11:00:00+08:00
52,38,52,33,37,39,2016-06-12T12:00:00+08:00
52,35,52,32,34,37,2016-06-12T13:00:00+08:00
52,33,52,31,31,37,2016-06-12T14:00:00+08:00
51,30,51,30,30,36,2016-06-12T15:00:00+08:00
48,29,48,31,29,35,2016-06-12T16:00:00+08:00
48,29,48,29,28,34,2016-06-12T17:00:00+08:00
48,30,48,30,28,32,2016-06-12T18:00:00+08:00
47,30,47,30,28,31,2016-06-12T19:00:00+08:00
48,30,48,29,27,30,2016-06-12T20:00:00+08:00
48,30,48,29,27,31,2016-06-12T21:00:00+08:00
49,32,49,30,26,29,2016-06-12T22:00:00+08:00
52,33,52,33,27,32,2016-06-12T23:00:00+08:00
53,35,53,35,27,33,2016-06-13T01:00:00+08:00
54,35,54,36,28,35,2016-06-13T02:00:00+08:00
55,35,55,36,29,38,2016-06-13T03:00:00+08:00
55,35,55,37,29,38,2016-06-13T04:00:00+08:00
55,35,55,37,30,38,2016-06-13T05:00:00+08:00
54,35,54,37,30,37,2016-06-13T06:00:00+08:00
53,34,53,37,29,37,2016-06-13T07:00:00+08:00
53,34,53,36,29,37,2016-06-13T08:00:00+08:00
53,35,53,36,29,37,2016-06-13T09:00:00+08:00
54,35,54,37,30,40,2016-06-13T10:00:00+08:00
54,36,54,37,30,40,2016-06-13T11:00:00+08:00
54,35,54,38,30,39,2016-06-13T12:00:00+08:00
54,35,54,38,30,39,2016-06-13T13:00:00+08:00
54,34,54,37,29,40,2016-06-13T14:00:00+08:00
54,34,54,36,29,42,2016-06-13T15:00:00+08:00
54,35,54,36,31,43,2016-06-13T16:00:00+08:00
55,36,55,36,32,42,2016-06-13T17:00:00+08:00
56,35,56,36,33,42,2016-06-13T18:00:00+08:00
56,36,56,39,34,43,2016-06-13T19:00:00+08:00
57,38,57,42,35,43,2016-06-13T20:00:00+08:00
57,39,57,43,36,44,2016-06-13T21:00:00+08:00
57,40,57,44,37,45,2016-06-13T22:00:00+08:00
56,40,56,43,37,44,2016-06-13T23:00:00+08:00
56,41,56,43,38,44,2016-06-14T01:00:00+08:00
55,41,55,43,39,44,2016-06-14T02:00:00+08:00
55,43,55,45,40,44,2016-06-14T03:00:00+08:00
55,46,55,46,41,44,2016-06-14T04:00:00+08:00
55,50,55,48,43,45,2016-06-14T05:00:00+08:00
56,51,56,50,45,47,2016-06-14T06:00:00+08:00
57,52,57,51,47,48,2016-06-14T07:00:00+08:00
58,52,58,52,50,49,2016-06-14T08:00:00+08:00
59,52,59,52,50,50,2016-06-14T09:00:00+08:00
59,52,59,52,51,49,2016-06-14T10:00:00+08:00
60,52,60,53,52,51,2016-06-14T11:00:00+08:00
60,53,60,53,52,51,2016-06-14T12:00:00+08:00
60,54,60,53,52,51,2016-06-14T13:00:00+08:00
60,54,60,54,53,51,2016-06-14T14:00:00+08:00
60,55,60,54,53,49,2016-06-14T15:00:00+08:00
60,55,60,55,53,50,2016-06-14T16:00:00+08:00
60,55,60,56,53,51,2016-06-14T17:00:00+08:00
59,55,59,55,54,52,2016-06-14T19:00:00+08:00
59,55,59,55,54,52,2016-06-14T20:00:00+08:00
60,55,60,55,54,52,2016-06-14T21:00:00+08:00
60,55,60,55,54,53,2016-06-14T22:00:00+08:00
61,56,61,55,54,53,2016-06-14T23:00:00+08:00
62,56,62,55,55,55,2016-06-15T01:00:00+08:00
62,56,62,55,55,55,2016-06-15T02:00:00+08:00
63,55,63,55,54,55,2016-06-15T03:00:00+08:00
63,55,63,55,54,55,2016-06-15T04:00:00+08:00
63,54,63,55,54,54,2016-06-15T05:00:00+08:00
64,54,64,54,54,54,2016-06-15T06:00:00+08:00
65,53,65,54,53,54,2016-06-15T07:00:00+08:00
64,53,64,54,53,54,2016-06-15T08:00:00+08:00
64,54,64,54,53,53,2016-06-15T09:00:00+08:00
64,53,64,53,52,53,2016-06-15T10:00:00+08:00
64,54,64,53,52,53,2016-06-15T11:00:00+08:00
63,54,63,53,52,52,2016-06-15T12:00:00+08:00
63,53,63,53,51,52,2016-06-15T13:00:00+08:00
62,53,62,53,51,52,2016-06-15T14:00:00+08:00
63,53,63,53,50,52,2016-06-15T15:00:00+08:00
63,53,63,53,50,52,2016-06-15T16:00:00+08:00
62,53,62,53,51,51,2016-06-15T17:00:00+08:00
62,53,62,53,51,51,2016-06-15T19:00:00+08:00
62,54,62,53,52,51,2016-06-15T20:00:00+08:00
62,54,62,53,52,48,2016-06-15T21:00:00+08:00
61,55,61,53,53,45,2016-06-15T22:00:00+08:00
60,54,60,53,52,44,2016-06-15T23:00:00+08:00
59,54,59,52,52,40,2016-06-16T01:00:00+08:00
59,54,59,51,52,38,2016-06-16T02:00:00+08:00
59,54,59,51,52,36,2016-06-16T03:00:00+08:00
59,54,59,50,52,35,2016-06-16T04:00:00+08:00
59,54,59,50,52,35,2016-06-16T05:00:00+08:00
59,54,59,50,53,35,2016-06-16T06:00:00+08:00
58,54,58,49,53,36,2016-06-16T07:00:00+08:00
59,53,59,49,53,37,2016-06-16T08:00:00+08:00
60,53,60,48,54,39,2016-06-16T09:00:00+08:00
61,53,61,48,54,41,2016-06-16T10:00:00+08:00
61,52,61,48,53,41,2016-06-16T11:00:00+08:00
62,52,62,46,53,41,2016-06-16T12:00:00+08:00
62,53,62,46,54,41,2016-06-16T13:00:00+08:00
62,52,62,46,54,42,2016-06-16T14:00:00+08:00
62,52,62,43,54,42,2016-06-16T15:00:00+08:00
62,52,62,41,53,43,2016-06-16T16:00:00+08:00
62,51,62,39,53,43,2016-06-16T17:00:00+08:00
62,51,62,38,52,44,2016-06-16T18:00:00+08:00
61,49,61,38,51,42,2016-06-16T19:00:00+08:00
61,46,61,34,49,41,2016-06-16T20:00:00+08:00
61,44,61,32,48,42,2016-06-16T21:00:00+08:00
62,42,62,31,45,43,2016-06-16T22:00:00+08:00
61,39,61,30,44,43,2016-06-16T23:00:00+08:00
61,39,61,29,42,41,2016-06-17T01:00:00+08:00
60,38,60,30,41,42,2016-06-17T02:00:00+08:00
60,37,60,30,38,43,2016-06-17T04:00:00+08:00
59,35,59,30,36,43,2016-06-17T06:00:00+08:00
59,34,59,30,35,43,2016-06-17T07:00:00+08:00
58,34,58,30,34,44,2016-06-17T08:00:00+08:00
59,34,59,30,33,42,2016-06-17T09:00:00+08:00
56,35,56,30,34,39,2016-06-17T10:00:00+08:00
55,35,55,31,35,38,2016-06-17T11:00:00+08:00
55,37,55,32,35,38,2016-06-17T12:00:00+08:00
54,37,54,35,36,39,2016-06-17T13:00:00+08:00
55,38,55,35,36,39,2016-06-17T14:00:00+08:00
55,39,55,34,36,37,2016-06-17T15:00:00+08:00
56,39,56,34,35,36,2016-06-17T16:00:00+08:00
55,38,55,34,34,36,2016-06-17T17:00:00+08:00
55,37,55,33,33,34,2016-06-17T18:00:00+08:00
55,36,55,32,33,33,2016-06-17T19:00:00+08:00
55,34,55,32,32,33,2016-06-17T20:00:00+08:00
54,34,54,32,31,32,2016-06-17T21:00:00+08:00
53,34,53,32,31,31,2016-06-17T22:00:00+08:00
53,34,53,31,30,30,2016-06-17T23:00:00+08:00
53,33,53,32,31,29,2016-06-18T01:00:00+08:00
53,35,53,32,31,29,2016-06-18T02:00:00+08:00
53,36,53,32,32,29,2016-06-18T03:00:00+08:00
52,36,52,31,32,29,2016-06-18T04:00:00+08:00
51,36,51,30,33,28,2016-06-18T05:00:00+08:00
48,36,48,30,33,26,2016-06-18T06:00:00+08:00
43,36,43,30,32,24,2016-06-18T07:00:00+08:00
39,36,39,30,31,22,2016-06-18T08:00:00+08:00
39,37,39,31,31,23,2016-06-18T09:00:00+08:00
38,36,38,31,30,23,2016-06-18T10:00:00+08:00
38,36,38,31,30,23,2016-06-18T11:00:00+08:00
39,35,39,32,31,23,2016-06-18T12:00:00+08:00
38,35,38,31,30,24,2016-06-18T13:00:00+08:00
37,34,37,33,30,24,2016-06-18T14:00:00+08:00
37,35,36,37,31,25,2016-06-18T15:00:00+08:00
39,34,35,39,31,27,2016-06-18T16:00:00+08:00
43,36,36,43,34,27,2016-06-18T17:00:00+08:00
46,39,37,46,34,29,2016-06-18T18:00:00+08:00
48,45,38,48,37,32,2016-06-18T19:00:00+08:00
51,49,41,51,40,33,2016-06-18T20:00:00+08:00
52,51,44,52,43,33,2016-06-18T21:00:00+08:00
52,51,49,52,45,34,2016-06-18T22:00:00+08:00
53,52,51,53,49,36,2016-06-18T23:00:00+08:00
54,54,53,54,52,40,2016-06-19T01:00:00+08:00
55,55,55,55,53,41,2016-06-19T02:00:00+08:00
55,55,55,55,54,42,2016-06-19T03:00:00+08:00
56,56,56,56,54,43,2016-06-19T04:00:00+08:00
57,57,56,56,55,45,2016-06-19T05:00:00+08:00
57,57,56,57,55,49,2016-06-19T06:00:00+08:00
58,58,57,57,56,50,2016-06-19T07:00:00+08:00
59,59,57,57,57,51,2016-06-19T08:00:00+08:00
60,60,58,58,57,51,2016-06-19T09:00:00+08:00
60,60,58,58,58,51,2016-06-19T10:00:00+08:00
60,60,58,58,57,51,2016-06-19T11:00:00+08:00
59,59,58,58,57,51,2016-06-19T12:00:00+08:00
59,59,58,57,57,51,2016-06-19T13:00:00+08:00
59,59,57,57,56,51,2016-06-19T14:00:00+08:00
59,59,58,56,56,51,2016-06-19T15:00:00+08:00
59,59,58,56,56,50,2016-06-19T16:00:00+08:00
58,58,58,55,56,50,2016-06-19T17:00:00+08:00
58,58,58,55,56,49,2016-06-19T18:00:00+08:00
59,58,59,55,56,48,2016-06-19T19:00:00+08:00
58,58,58,55,56,46,2016-06-19T20:00:00+08:00
58,58,58,54,56,46,2016-06-19T21:00:00+08:00
57,57,57,54,55,46,2016-06-19T22:00:00+08:00
57,57,56,54,55,44,2016-06-19T23:00:00+08:00
56,56,54,53,54,46,2016-06-20T01:00:00+08:00
55,55,53,52,53,47,2016-06-20T02:00:00+08:00
54,54,52,51,52,47,2016-06-20T03:00:00+08:00
53,53,52,50,51,50,2016-06-20T04:00:00+08:00
53,53,51,50,48,49,2016-06-20T05:00:00+08:00
53,53,52,48,47,50,2016-06-20T06:00:00+08:00
53,52,53,49,46,50,2016-06-20T07:00:00+08:00
53,48,53,47,44,51,2016-06-20T10:00:00+08:00
54,51,54,49,45,51,2016-06-20T11:00:00+08:00
54,52,54,52,49,52,2016-06-20T12:00:00+08:00
55,53,55,52,50,52,2016-06-20T13:00:00+08:00
55,54,55,52,51,52,2016-06-20T14:00:00+08:00
55,55,55,53,52,52,2016-06-20T15:00:00+08:00
56,55,56,53,53,52,2016-06-20T16:00:00+08:00
56,55,56,54,53,52,2016-06-20T17:00:00+08:00
55,55,55,53,52,53,2016-06-20T18:00:00+08:00
55,55,55,52,52,53,2016-06-20T19:00:00+08:00
55,54,55,53,52,53,2016-06-20T20:00:00+08:00
55,54,55,53,52,53,2016-06-20T21:00:00+08:00
56,54,56,54,51,53,2016-06-20T22:00:00+08:00
56,54,56,54,51,53,2016-06-20T23:00:00+08:00
57,53,57,55,50,51,2016-06-21T01:00:00+08:00
58,53,58,55,50,49,2016-06-21T02:00:00+08:00
58,53,58,55,49,46,2016-06-21T03:00:00+08:00
58,53,58,55,48,42,2016-06-21T04:00:00+08:00
58,53,58,55,48,41,2016-06-21T05:00:00+08:00
58,53,58,55,48,39,2016-06-21T06:00:00+08:00
57,54,57,56,47,37,2016-06-21T07:00:00+08:00
56,54,56,56,47,36,2016-06-21T08:00:00+08:00
58,54,56,58,45,37,2016-06-21T09:00:00+08:00
58,54,56,58,45,40,2016-06-21T10:00:00+08:00
58,53,56,58,46,43,2016-06-21T11:00:00+08:00
57,53,57,57,44,43,2016-06-21T12:00:00+08:00
57,53,57,56,43,43,2016-06-21T13:00:00+08:00
58,52,58,56,44,42,2016-06-21T14:00:00+08:00
58,53,58,56,45,41,2016-06-21T15:00:00+08:00
58,53,58,56,45,41,2016-06-21T16:00:00+08:00
58,54,58,56,48,42,2016-06-21T17:00:00+08:00
58,54,58,56,50,41,2016-06-21T18:00:00+08:00
59,54,59,56,49,43,2016-06-21T19:00:00+08:00
60,55,60,57,50,44,2016-06-21T20:00:00+08:00
60,55,60,57,51,45,2016-06-21T21:00:00+08:00
60,56,60,57,52,47,2016-06-21T22:00:00+08:00
61,56,61,57,53,49,2016-06-21T23:00:00+08:00
61,57,61,57,54,52,2016-06-22T01:00:00+08:00
62,58,62,58,54,53,2016-06-22T02:00:00+08:00
62,58,62,58,55,53,2016-06-22T03:00:00+08:00
62,58,62,58,55,54,2016-06-22T04:00:00+08:00
63,58,63,58,56,55,2016-06-22T05:00:00+08:00
64,58,64,58,56,55,2016-06-22T06:00:00+08:00
64,58,64,57,57,55,2016-06-22T07:00:00+08:00
64,58,64,58,57,55,2016-06-22T08:00:00+08:00
63,58,63,57,57,54,2016-06-22T09:00:00+08:00
62,58,62,56,57,53,2016-06-22T10:00:00+08:00
62,58,62,57,57,53,2016-06-22T11:00:00+08:00
62,58,62,58,57,53,2016-06-22T12:00:00+08:00
61,58,61,58,57,53,2016-06-22T13:00:00+08:00
61,59,61,58,57,54,2016-06-22T14:00:00+08:00
61,58,61,57,57,54,2016-06-22T15:00:00+08:00
61,57,61,57,57,54,2016-06-22T16:00:00+08:00
61,57,61,57,56,55,2016-06-22T17:00:00+08:00
61,57,61,57,55,55,2016-06-22T18:00:00+08:00
60,57,60,57,55,55,2016-06-22T19:00:00+08:00
59,56,59,56,55,55,2016-06-22T20:00:00+08:00
58,55,58,55,54,56,2016-06-22T22:00:00+08:00
56,54,56,54,53,55,2016-06-23T01:00:00+08:00
56,54,56,54,53,55,2016-06-23T02:00:00+08:00
55,54,55,53,53,55,2016-06-23T03:00:00+08:00
55,54,55,53,53,54,2016-06-23T04:00:00+08:00
56,54,56,54,53,54,2016-06-23T05:00:00+08:00
55,54,55,54,53,54,2016-06-23T06:00:00+08:00
54,54,54,53,53,54,2016-06-23T07:00:00+08:00
55,54,55,52,53,54,2016-06-23T08:00:00+08:00
56,54,56,51,54,54,2016-06-23T10:00:00+08:00
55,54,55,50,53,54,2016-06-23T11:00:00+08:00
55,53,55,47,53,54,2016-06-23T12:00:00+08:00
55,52,55,46,53,55,2016-06-23T13:00:00+08:00
55,51,55,44,52,55,2016-06-23T14:00:00+08:00
55,51,54,45,52,55,2016-06-23T15:00:00+08:00
54,51,54,46,52,54,2016-06-23T16:00:00+08:00
54,49,53,45,52,54,2016-06-23T17:00:00+08:00
53,47,53,44,52,53,2016-06-23T18:00:00+08:00
53,45,53,44,51,53,2016-06-23T19:00:00+08:00
53,46,53,44,52,52,2016-06-23T20:00:00+08:00
53,47,53,43,51,52,2016-06-23T21:00:00+08:00
53,49,53,43,52,52,2016-06-23T22:00:00+08:00
53,51,53,42,52,52,2016-06-23T23:00:00+08:00
54,52,54,43,51,51,2016-06-24T01:00:00+08:00
54,51,54,43,51,51,2016-06-24T02:00:00+08:00
53,50,53,43,50,51,2016-06-24T03:00:00+08:00
52,51,52,43,49,51,2016-06-24T04:00:00+08:00
52,51,52,43,49,50,2016-06-24T05:00:00+08:00
51,50,51,42,47,49,2016-06-24T06:00:00+08:00
48,48,48,42,45,47,2016-06-24T07:00:00+08:00
47,47,44,40,43,46,2016-06-24T08:00:00+08:00
48,48,44,41,42,45,2016-06-24T09:00:00+08:00
48,48,43,40,41,46,2016-06-24T10:00:00+08:00
50,50,43,40,42,47,2016-06-24T11:00:00+08:00
51,51,44,41,42,50,2016-06-24T12:00:00+08:00
51,51,44,41,43,51,2016-06-24T13:00:00+08:00
51,51,46,43,44,51,2016-06-24T14:00:00+08:00
52,51,47,42,44,52,2016-06-24T15:00:00+08:00
52,49,46,42,44,52,2016-06-24T16:00:00+08:00
52,48,46,42,44,52,2016-06-24T17:00:00+08:00
52,48,45,42,45,52,2016-06-24T18:00:00+08:00
52,47,45,42,44,52,2016-06-24T19:00:00+08:00
52,46,45,42,44,52,2016-06-24T20:00:00+08:00
52,46,46,42,44,52,2016-06-24T21:00:00+08:00
52,44,46,43,43,52,2016-06-24T22:00:00+08:00
52,43,47,43,44,52,2016-06-24T23:00:00+08:00
53,41,47,41,44,53,2016-06-25T01:00:00+08:00
53,41,47,41,44,53,2016-06-25T02:00:00+08:00
53,43,49,40,44,53,2016-06-25T03:00:00+08:00
53,43,50,40,44,53,2016-06-25T04:00:00+08:00
53,44,51,40,45,53,2016-06-25T05:00:00+08:00
54,45,52,40,47,54,2016-06-25T06:00:00+08:00
54,47,52,41,48,54,2016-06-25T07:00:00+08:00
54,50,53,42,50,54,2016-06-25T08:00:00+08:00
55,51,54,43,51,55,2016-06-25T09:00:00+08:00
55,51,54,44,51,55,2016-06-25T10:00:00+08:00
55,51,54,44,51,55,2016-06-25T11:00:00+08:00
54,51,53,43,51,54,2016-06-25T12:00:00+08:00
53,51,53,42,50,53,2016-06-25T13:00:00+08:00
53,51,53,40,49,53,2016-06-25T14:00:00+08:00
53,50,53,40,48,52,2016-06-25T15:00:00+08:00
52,51,52,40,48,52,2016-06-25T16:00:00+08:00
52,52,52,40,48,52,2016-06-25T18:00:00+08:00
53,52,53,40,48,51,2016-06-25T21:00:00+08:00
53,52,53,39,47,51,2016-06-25T22:00:00+08:00
52,52,52,40,45,49,2016-06-25T23:00:00+08:00
51,51,50,39,43,47,2016-06-26T01:00:00+08:00
51,51,49,39,42,46,2016-06-26T02:00:00+08:00
49,49,47,38,41,44,2016-06-26T03:00:00+08:00
48,48,46,38,40,43,2016-06-26T04:00:00+08:00
46,46,46,37,39,41,2016-06-26T05:00:00+08:00
45,45,45,37,37,40,2016-06-26T06:00:00+08:00
44,44,43,36,36,40,2016-06-26T07:00:00+08:00
42,42,41,35,35,40,2016-06-26T08:00:00+08:00
41,41,40,34,34,38,2016-06-26T09:00:00+08:00
39,38,39,33,33,37,2016-06-26T10:00:00+08:00
38,35,38,32,31,36,2016-06-26T11:00:00+08:00
39,36,39,32,30,34,2016-06-26T12:00:00+08:00
40,35,40,31,31,33,2016-06-26T13:00:00+08:00
42,36,42,31,32,33,2016-06-26T14:00:00+08:00
45,37,45,31,33,35,2016-06-26T15:00:00+08:00
48,37,48,33,34,35,2016-06-26T16:00:00+08:00
51,37,51,33,33,34,2016-06-26T17:00:00+08:00
49,38,49,34,33,32,2016-06-26T18:00:00+08:00
49,39,49,37,35,36,2016-06-26T19:00:00+08:00
48,41,48,37,36,37,2016-06-26T20:00:00+08:00
48,42,48,37,37,39,2016-06-26T21:00:00+08:00
50,42,50,38,38,40,2016-06-26T22:00:00+08:00
51,45,51,39,40,40,2016-06-26T23:00:00+08:00
52,46,52,41,43,41,2016-06-27T01:00:00+08:00
53,48,53,43,44,40,2016-06-27T02:00:00+08:00
53,51,53,44,46,42,2016-06-27T03:00:00+08:00
54,51,54,45,46,43,2016-06-27T04:00:00+08:00
54,51,54,46,47,43,2016-06-27T05:00:00+08:00
54,51,54,46,47,43,2016-06-27T06:00:00+08:00
54,51,54,46,48,43,2016-06-27T07:00:00+08:00
54,51,54,46,47,43,2016-06-27T08:00:00+08:00
54,51,54,46,47,43,2016-06-27T09:00:00+08:00
54,51,54,46,47,43,2016-06-27T10:00:00+08:00
55,51,55,45,47,42,2016-06-27T11:00:00+08:00
54,50,54,45,47,44,2016-06-27T12:00:00+08:00
54,51,54,45,47,44,2016-06-27T13:00:00+08:00
53,48,53,45,44,43,2016-06-27T14:00:00+08:00
53,48,53,45,43,42,2016-06-27T15:00:00+08:00
52,46,52,43,42,43,2016-06-27T16:00:00+08:00
51,47,51,43,43,43,2016-06-27T17:00:00+08:00
52,45,52,40,42,43,2016-06-27T18:00:00+08:00
52,42,52,38,40,40,2016-06-27T19:00:00+08:00
52,41,52,37,37,37,2016-06-27T20:00:00+08:00
51,40,51,37,38,36,2016-06-27T21:00:00+08:00
50,40,50,36,36,35,2016-06-27T22:00:00+08:00
50,38,50,35,35,35,2016-06-27T23:00:00+08:00
49,36,49,32,32,34,2016-06-28T01:00:00+08:00
46,34,46,30,30,34,2016-06-28T02:00:00+08:00
44,31,44,29,29,32,2016-06-28T03:00:00+08:00
43,32,43,27,28,31,2016-06-28T04:00:00+08:00
42,32,42,26,28,31,2016-06-28T05:00:00+08:00
42,32,42,26,28,31,2016-06-28T06:00:00+08:00
42,32,42,26,28,32,2016-06-28T07:00:00+08:00
42,32,42,27,28,32,2016-06-28T08:00:00+08:00
40,33,40,27,29,33,2016-06-28T09:00:00+08:00
39,34,39,30,29,34,2016-06-28T10:00:00+08:00
40,34,40,31,30,35,2016-06-28T11:00:00+08:00
41,34,41,31,31,34,2016-06-28T12:00:00+08:00
43,36,43,31,33,35,2016-06-28T13:00:00+08:00
45,38,45,31,35,38,2016-06-28T14:00:00+08:00
50,45,50,34,42,38,2016-06-28T17:00:00+08:00
50,47,50,37,45,40,2016-06-28T18:00:00+08:00
51,50,51,39,48,40,2016-06-28T19:00:00+08:00
52,52,50,42,49,41,2016-06-28T20:00:00+08:00
52,52,52,41,49,43,2016-06-28T21:00:00+08:00
53,52,53,43,50,44,2016-06-28T22:00:00+08:00
53,52,53,45,51,44,2016-06-28T23:00:00+08:00
54,53,54,47,52,44,2016-06-29T01:00:00+08:00
54,53,54,47,52,44,2016-06-29T02:00:00+08:00
54,54,54,47,52,44,2016-06-29T03:00:00+08:00
54,54,54,49,53,45,2016-06-29T04:00:00+08:00
55,54,55,49,53,46,2016-06-29T05:00:00+08:00
55,54,55,49,53,45,2016-06-29T06:00:00+08:00
55,55,55,50,53,45,2016-06-29T07:00:00+08:00
56,55,56,51,53,45,2016-06-29T08:00:00+08:00
57,55,57,51,53,47,2016-06-29T09:00:00+08:00
57,55,57,49,53,47,2016-06-29T10:00:00+08:00
57,55,57,49,53,48,2016-06-29T11:00:00+08:00
56,55,56,51,53,50,2016-06-29T13:00:00+08:00
56,55,56,52,53,47,2016-06-29T14:00:00+08:00
56,55,56,52,53,48,2016-06-29T15:00:00+08:00
56,56,56,52,53,48,2016-06-29T16:00:00+08:00
58,55,58,51,52,51,2016-06-29T19:00:00+08:00
59,55,59,51,53,51,2016-06-29T20:00:00+08:00
59,55,59,51,53,51,2016-06-29T21:00:00+08:00
59,55,59,52,53,51,2016-06-29T22:00:00+08:00
59,57,59,52,53,52,2016-06-29T23:00:00+08:00
59,57,59,52,54,53,2016-06-30T01:00:00+08:00
59,57,59,52,54,54,2016-06-30T02:00:00+08:00
59,58,59,52,55,54,2016-06-30T03:00:00+08:00
60,58,60,52,55,54,2016-06-30T04:00:00+08:00
59,58,59,52,54,55,2016-06-30T05:00:00+08:00
59,57,59,52,54,55,2016-06-30T06:00:00+08:00
59,57,59,52,54,55,2016-06-30T07:00:00+08:00
59,57,59,52,54,55,2016-06-30T08:00:00+08:00
58,57,58,52,54,54,2016-06-30T09:00:00+08:00
58,57,58,52,54,54,2016-06-30T10:00:00+08:00
58,57,58,52,54,54,2016-06-30T11:00:00+08:00
58,57,58,52,54,54,2016-06-30T12:00:00+08:00
59,57,59,52,54,54,2016-06-30T13:00:00+08:00
59,56,59,52,55,55,2016-06-30T14:00:00+08:00
59,56,59,52,55,57,2016-06-30T15:00:00+08:00
60,56,60,53,55,58,2016-06-30T16:00:00+08:00
61,57,61,54,56,58,2016-06-30T17:00:00+08:00
62,58,62,54,56,58,2016-06-30T18:00:00+08:00
62,59,62,54,57,59,2016-06-30T20:00:00+08:00
62,59,62,54,57,59,2016-06-30T21:00:00+08:00
62,58,62,54,57,59,2016-06-30T22:00:00+08:00
62,57,62,53,56,59,2016-06-30T23:00:00+08:00
62,56,62,53,56,58,2016-07-01T01:00:00+08:00
62,55,62,53,56,57,2016-07-01T02:00:00+08:00
62,55,62,53,55,57,2016-07-01T03:00:00+08:00
62,55,62,53,55,57,2016-07-01T04:00:00+08:00
63,55,63,53,55,56,2016-07-01T05:00:00+08:00
63,55,63,53,56,56,2016-07-01T06:00:00+08:00
63,56,63,53,56,56,2016-07-01T07:00:00+08:00
64,56,64,54,56,57,2016-07-01T08:00:00+08:00
65,56,65,54,56,57,2016-07-01T09:00:00+08:00
65,56,65,54,57,58,2016-07-01T10:00:00+08:00
66,55,66,54,57,58,2016-07-01T11:00:00+08:00
69,56,69,54,56,58,2016-07-01T16:00:00+08:00
68,55,68,53,55,58,2016-07-01T17:00:00+08:00
67,55,67,53,55,58,2016-07-01T18:00:00+08:00
66,55,66,53,54,58,2016-07-01T19:00:00+08:00
66,54,66,53,55,58,2016-07-01T20:00:00+08:00
65,55,65,54,55,59,2016-07-01T21:00:00+08:00
65,55,65,54,55,60,2016-07-01T22:00:00+08:00
65,55,65,54,56,60,2016-07-01T23:00:00+08:00
65,56,65,54,56,60,2016-07-02T01:00:00+08:00
65,56,65,54,56,61,2016-07-02T02:00:00+08:00
